PropertyMedianID,Suburb,PropertyMedian,UpdatedYear
3580,BOX HILL SOUTH,1290500,2016
3581,BRAYBROOK,656000,2016
3582,BREAKWATER,279000,2016
3583,BRIAR HILL,770000,2016
3584,BRIGHT,434000,2016
3585,BRIGHTON,2865000,2016
3586,BRIGHTON EAST,1780000,2016
3587,BROADFORD,325000,2016
3588,BROADMEADOWS,455000,2016
3589,BROOKFIELD,369000,2016
3590,BROOKLYN,745000,2016
3591,BROWN HILL,370000,2016
3592,BRUNSWICK,1120000,2016
3593,BRUNSWICK EAST,1291300,2016
3594,BRUNSWICK WEST,1105000,2016
3595,BULLEEN,1250000,2016
3596,BUNDALONG,391100,2016
3597,BUNDOORA,661500,2016
3598,BUNINYONG,475000,2016
3599,BUNYIP,382000,2016
3600,BURNLEY,1210000,2016
3601,BURNSIDE,562500,2016
3602,BURNSIDE HEIGHTS,568500,2016
3603,BURWOOD,1295000,2016
3604,BURWOOD EAST,1090000,2016
3605,CAIRNLEA,578500,2016
3606,CALIFORNIA GULLY,260000,2016
3607,CAMBERWELL,2136000,2016
3608,CAMPBELLFIELD,435000,2016
3609,CAMPBELLS CREEK,367500,2016
3610,CAMPERDOWN,221000,2016
3611,CANADIAN,329000,2016
3612,CANTERBURY,2620000,2016
3613,CAPE PATERSON,345000,2016
3614,CAPE SCHANCK,620000,2016
3615,CAPEL SOUND,467500,2016
3616,CARDIGAN VILLAGE,305000,2016
3617,CARISBROOK,194500,2016
3618,CARLTON,1972500,2016
3619,CARLTON NORTH,1387500,2016
3620,CARNEGIE,1297500,2016
3621,CAROLINE SPRINGS,560000,2016
3622,CARRUM,745000,2016
3623,CARRUM DOWNS,460000,2016
3624,CASTERTON,130000,2016
3625,CASTLEMAINE,455000,2016
3626,CAULFIELD,1927500,2016
3627,CAULFIELD EAST,1223000,2016
3628,CAULFIELD NORTH,2262500,2016
3629,CAULFIELD SOUTH,1750000,2016
3630,CHADSTONE,1051000,2016
3631,CHARLTON,177300,2016
3632,CHELSEA,962500,2016
3633,CHELSEA HEIGHTS,705000,2016
3634,CHELTENHAM,1075000,2016
3635,CHELTENHAM EAST,875000,2016
3636,CHELTENHAM NORTH,895000,2016
3637,CHILTERN,250000,2016
3638,CHIRNSIDE PARK,662500,2016
3639,CHURCHILL,172500,2016
3640,CLARINDA,790500,2016
3641,CLAYTON,1226000,2016
3642,CLAYTON NORTH,1132000,2016
3643,CLAYTON SOUTH,858300,2016
3644,CLIFTON HILL,1418800,2016
3645,CLIFTON SPRINGS,375000,2016
3646,CLUNES,250000,2016
3647,CLYDE,415000,2016
3648,CLYDE NORTH,339000,2016
3649,COBDEN,225000,2016
3650,COBRAM,252500,2016
3651,COBURG,950000,2016
3652,COBURG EAST,765000,2016
3653,COBURG NORTH,820000,2016
3654,COCKATOO,446700,2016
3655,COHUNA,170000,2016
3656,COLAC,267500,2016
3657,COLDSTREAM,550000,2016
3658,COLERAINE,107000,2016
3659,COLLINGWOOD,1000000,2016
3660,CONNEWARRE,830000,2016
3661,COOLAROO,350000,2016
3662,COONANS HILL,900000,2016
3663,CORINELLA,385000,2016
3664,CORIO,265000,2016
3665,CORONET BAY,285000,2016
3666,CORRYONG,206300,2016
3667,COWES,427500,2016
3668,COWES WEST,377500,2016
3669,CRAIGIEBURN,445000,2016
3670,CRANBOURNE,435000,2016
3671,CRANBOURNE EAST,480000,2016
3672,CRANBOURNE NORTH,458000,2016
3673,CRANBOURNE WEST,450000,2016
3674,CREMORNE,1210000,2016
3675,CRESWICK,332000,2016
3676,CRIB POINT,417000,2016
3677,CROYDON,753400,2016
3678,CROYDON HILLS,811000,2016
3679,CROYDON NORTH,827000,2016
3680,CROYDON SOUTH,717000,2016
3681,CURLEWIS,372500,2016
3682,DALLAS,352700,2016
3683,DALYSTON,237800,2016
3684,DANDENONG,582500,2016
3685,DANDENONG NORTH,587500,2016
3686,DARLEY,410000,2016
3687,DARNUM,295000,2016
3688,DAYLESFORD,475000,2016
3689,DEEPDENE,2565000,2016
3690,DEER PARK,476000,2016
3691,DELACOMBE,321500,2016
3692,DELAHEY,490000,2016
3693,DENNINGTON,345000,2016
3694,DERRIMUT,575000,2016
3695,DIAMOND CREEK,710000,2016
3696,DIGGERS REST,375000,2016
3697,DIMBOOLA,126000,2016
3698,DINGLEY VILLAGE,796000,2016
3699,DINNER PLAIN,400000,2016
3700,DON VALLEY,540000,2016
3701,DONALD,143500,2016
3702,DONCASTER,1333000,2016
3703,DONCASTER EAST,1280000,2016
3704,DONVALE,1042500,2016
3705,DOREEN,517500,2016
3706,DOVETON,425000,2016
3707,DROMANA,640000,2016
3708,DROUIN,365000,2016
3709,DRYSDALE,557500,2016
3710,DUNOLLY,180000,2016
3711,EAGLE POINT,297500,2016
3712,EAGLEHAWK,267500,2016
3713,EAGLEMONT,1971000,2016
3714,EAST BAIRNSDALE,231500,2016
3715,EAST BENDIGO,315000,2016
3716,EAST GEELONG,580000,2016
3717,EAST MELBOURNE,4635000,2016
3718,EAST WARBURTON,370000,2016
3719,EASTWOOD,355000,2016
3720,ECHUCA,320000,2016
3721,EDENHOPE,115000,2016
3722,EDITHVALE,975000,2016
3723,EILDON,205000,2016
3724,ELLIMINYT,406000,2016
3725,ELMORE,260800,2016
3726,ELSTERNWICK,1947500,2016
3727,ELTHAM,890000,2016
3728,ELTHAM NORTH,858000,2016
3729,ELWOOD,1855000,2016
3730,EMERALD,562000,2016
3731,ENDEAVOUR HILLS,600000,2016
3732,EPPING,475300,2016
3733,EPSOM,336000,2016
3734,ESSENDON,1392500,2016
3735,ESSENDON NORTH,876000,2016
3736,ESSENDON WEST,1080000,2016
3737,EUMEMMERRING,495000,2016
3738,EUREKA,250000,2016
3739,EUROA,265000,2016
3740,EYNESBURY,473500,2016
3741,FAIRFIELD,1545000,2016
3742,FAIRHAVEN,1400000,2016
3743,FAWKNER,640000,2016
3744,FERNTREE GULLY,690000,2016
3745,FERNY CREEK,995000,2016
3746,FINGAL,1000000,2016
3747,FITZROY,1851000,2016
3748,FITZROY NORTH,1300000,2016
3749,FIVEWAYS,420000,2016
3750,FLEMINGTON,908000,2016
3751,FLINDERS,1432500,2016
3752,FLORA HILL,327500,2016
3753,FLOWERDALE,245000,2016
3754,FOOTSCRAY,886300,2016
3755,FOREST HILL,1005000,2016
3756,FOSTER,380000,2016
3757,FRANKSTON,525000,2016
3758,FRANKSTON NORTH,400000,2016
3759,FRANKSTON SOUTH,710000,2016
3760,FRASER RISE,467500,2016
3761,FYANSFORD,590000,2016
3762,GARDEN CITY,1450000,2016
3763,GARFIELD,460000,2016
3764,GEELONG,690000,2016
3765,GEELONG WEST,580000,2016
3766,GEMBROOK,453500,2016
3767,GISBORNE,657500,2016
3768,GLADSTONE PARK,560000,2016
3769,GLEN HUNTLY,1197500,2016
3770,GLEN IRIS,2100000,2016
3771,GLEN WAVERLEY,1235000,2016
3772,GLENGARRY,272500,2016
3773,GLENROWAN,252000,2016
3774,GLENROY,660000,2016
3775,GOLDEN BEACH,225000,2016
3776,GOLDEN POINT (Ballarat),312000,2016
3777,GOLDEN SQUARE,315800,2016
3778,GORDON,250000,2016
3779,GOUGHS BAY,250000,2016
3780,GOWANBRAE,702500,2016
3781,GRANTVILLE,300000,2016
3782,GREEN LAKE,314500,2016
3783,GREENSBOROUGH,745000,2016
3784,GREENVALE,486000,2016
3785,GROVEDALE,420000,2016
3786,HADFIELD,660000,2016
3787,HALLAM,485000,2016
3788,HALLS GAP,205000,2016
3789,HAMILTON,210000,2016
3790,HAMLYN HEIGHTS,440000,2016
3791,HAMPTON,1963000,2016
3792,HAMPTON EAST,1195000,2016
3793,HAMPTON PARK,440000,2016
3794,HARCOURT,390000,2016
3795,HARKNESS,360000,2016
3796,HASTINGS,405000,2016
3797,HASTINGS WEST,360000,2016
3798,HAWTHORN,2420000,2016
3799,HAWTHORN EAST,1754000,2016
3800,HEALESVILLE,470000,2016
3801,HEATHCOTE,281000,2016
3802,HEATHERTON,900000,2016
3803,HEATHMONT,807500,2016
3804,HEIDELBERG,1140100,2016
3805,HEIDELBERG HEIGHTS,750000,2016
3806,HEIDELBERG WEST,683000,2016
3807,HEPBURN,375000,2016
3808,HEPBURN SPRINGS,415500,2016
3809,HERNE HILL,435000,2016
3810,HEYFIELD,260000,2016
3811,HEYWOOD,182500,2016
3812,HIGHETT,1278300,2016
3813,HIGHTON,580000,2016
3814,HILLSIDE (Melton),550000,2016
3815,HOPPERS CROSSING,444000,2016
3816,HORSHAM,236800,2016
3817,HUGHESDALE,1273000,2016
3818,HUNTINGDALE,1150000,2016
3819,HUNTLY,340000,2016
3820,HURSTBRIDGE,625000,2016
3821,INDENTED HEAD,470000,2016
3822,INGLEWOOD,208800,2016
3823,INVERLEIGH,385500,2016
3824,INVERLOCH,460000,2016
3825,INVERMAY PARK,385000,2016
3826,IRONBARK,485000,2016
3827,IRYMPLE,294500,2016
3828,IVANHOE,1416300,2016
3829,IVANHOE EAST,1860300,2016
3830,JACANA,482000,2016
3831,JAMIESON,253800,2016
3832,JAN JUC,800000,2016
3833,JUNCTION VILLAGE,415000,2016
3834,JUNORTOUN,250000,2016
3835,KALIMNA,260000,2016
3836,KALKALLO,432500,2016
3837,KALLISTA,550000,2016
3838,KALORAMA,622500,2016
3839,KANGAROO FLAT,305000,2016
3840,KANGAROO GROUND SOUTH,791000,2016
3841,KANIVA,95000,2016
3842,KEALBA,486000,2016
3843,KEILOR,736000,2016
3844,KEILOR DOWNS,605000,2016
3845,KEILOR EAST,795000,2016
3846,KEILOR LODGE,670000,2016
3847,KEILOR PARK,682500,2016
3848,KENNINGTON,332000,2016
3849,KENSINGTON,953000,2016
3850,KERANG,172500,2016
3851,KEW,2100000,2016
3852,KEW EAST,1655000,2016
3853,KEW NORTH,1905000,2016
3854,KEYSBOROUGH,702000,2016
3855,KIALLA,385000,2016
3856,KILCUNDA,425000,2016
3857,KILLARA (Wodonga),390500,2016
3858,KILMORE,320000,2016
3859,KILSYTH,650000,2016
3860,KILSYTH SOUTH,786500,2016
3861,KINGLAKE,340000,2016
3862,KINGLAKE WEST,460000,2016
3863,KINGS PARK,443000,2016
3864,KINGSBURY,615000,2016
3865,KINGSVILLE,868800,2016
3866,KNOXFIELD,755000,2016
3867,KOO WEE RUP,476500,2016
3868,KOONDROOK,160000,2016
3869,KOROIT,288000,2016
3870,KORUMBURRA,270000,2016
3871,KURUNJANG,332000,2016
3872,KYABRAM,234500,2016
3873,KYNETON,465000,2016
3874,LAKE BOGA,249000,2016
3875,LAKE GARDENS,455000,2016
3876,LAKE TYERS BEACH,219000,2016
3877,LAKE WENDOUREE,720000,2016
3878,LAKES ENTRANCE,285000,2016
3879,LALOR,555000,2016
3880,LANCEFIELD,360000,2016
3881,LANG LANG,360000,2016
3882,LANGWARRIN,551300,2016
3883,LARA,372000,2016
3884,LARA LAKE,395000,2016
3885,LAUNCHING PLACE,467500,2016
3886,LAVERTON,475000,2016
3887,LAVERTON SOUTH,557500,2016
3888,LENEVA,376000,2016
3889,LEONGATHA,297500,2016
3890,LEOPOLD,410000,2016
3891,LILYDALE,672500,2016
3892,LISMORE,148000,2016
3893,LOCH SPORT,200000,2016
3894,LONG GULLY,276300,2016
3895,LONGWARRY,332500,2016
3896,LORNE,1000000,2016
3897,LOVELY BANKS,600000,2016
3898,LOWER PLENTY,985000,2016
3899,LUCAS,334900,2016
3900,LUCKNOW,205000,2016
3901,LYNBROOK,547500,2016
3902,LYNDHURST,650000,2016
3903,LYSTERFIELD,977600,2016
3904,MACEDON,585000,2016
3905,MACLEOD,928500,2016
3906,MADDINGLEY,355000,2016
3907,MAFFRA,260000,2016
3908,MAIDEN GULLY,510000,2016
3909,MAIDSTONE,735500,2016
3910,MALDON,405000,2016
3911,MALLACOOTA,352500,2016
3912,MALMSBURY,427500,2016
3913,MALVERN,2430000,2016
3914,MALVERN EAST,1877500,2016
3915,MANIFOLD HEIGHTS,752500,2016
3916,MANOR LAKES,427000,2016
3917,MANSFIELD,339000,2016
3918,MARIBYRNONG,974300,2016
3919,MARONG,351300,2016
3920,MARSHALL,403900,2016
3921,MARYBOROUGH,207500,2016
3922,MARYSVILLE,330000,2016
3923,MCCRAE,752000,2016
3924,MCKENZIE HILL,480000,2016
3925,MCKINNON,1645000,2016
3926,MEADOW HEIGHTS,397000,2016
3927,MEENIYAN,280000,2016
3928,MELTON,297500,2016
3929,MELTON SOUTH,290000,2016
3930,MELTON WEST,332500,2016
3931,MENTONE,1071500,2016
3932,MENZIES CREEK,566000,2016
3933,MERBEIN,105800,2016
3934,MERINDA PARK,430000,2016
3935,MERNDA,450000,2016
3936,METUNG,328000,2016
3937,MICKLEHAM,403000,2016
3938,MIDDLE PARK,2300000,2016
3939,MILDURA,265000,2016
3940,MILL PARK,582500,2016
3941,MILLGROVE,300000,2016
3942,MINERS REST,330000,2016
3943,MINYIP,120000,2016
3944,MIRBOO NORTH,277000,2016
3945,MITCHAM,989500,2016
3946,MITCHELL PARK,250000,2016
3947,MOE,180000,2016
3948,MOGGS CREEK,735000,2016
3949,MONBULK,591400,2016
3950,MONT ALBERT,2115000,2016
3951,MONT ALBERT NORTH,1480000,2016
3952,MONTMORENCY,850000,2016
3953,MONTROSE,633800,2016
3954,MOONEE PONDS,1150000,2016
3955,MOORABBIN,1025000,2016
3956,MOOROOLBARK,682000,2016
3957,MOOROOPNA,216500,2016
3958,MORDIALLOC,1058800,2016
3959,MORNINGTON,820000,2016
3960,MORTLAKE,153500,2016
3961,MORWELL,158000,2016
3962,MOUNT BEAUTY,194000,2016
3963,MOUNT CLEAR,352600,2016
3964,MOUNT DANDENONG,642500,2016
3965,MOUNT DUNEED,406000,2016
3966,MOUNT ELIZA,1028000,2016
3967,MOUNT EVELYN,584000,2016
3968,MOUNT HELEN,343000,2016
3969,MOUNT MACEDON,735000,2016
3970,MOUNT MARTHA,963500,2016
3971,MOUNT PLEASANT,307500,2016
3972,MOUNT WAVERLEY,1320000,2016
3973,MULGRAVE,835000,2016
3974,MURCHISON,240000,2016
3975,MURRUMBEENA,1400000,2016
3976,MURTOA,105000,2016
3977,MYRTLEFORD,186000,2016
3978,NAGAMBIE,290000,2016
3979,NAR NAR GOON,450000,2016
3980,NARRE WARREN,500000,2016
3981,NARRE WARREN NORTH,980000,2016
3982,NARRE WARREN SOUTH,575000,2016
3983,NATHALIA,220000,2016
3984,NATIMUK,168500,2016
3985,NEERIM SOUTH,323000,2016
3986,NERRINA,627500,2016
3987,NEW GISBORNE,533000,2016
3988,NEWBOROUGH,258000,2016
3989,NEWCOMB,340000,2016
3990,NEWHAVEN,532500,2016
3991,NEWINGTON,360000,2016
3992,NEWLANDS ARM,360000,2016
3993,NEWPORT,995000,2016
3994,NEWSTEAD,362000,2016
3995,NEWTOWN (Geelong),790000,2016
3996,NHILL,135000,2016
3997,NIDDRIE,1113000,2016
3998,NOBLE PARK,647500,2016
3999,NOBLE PARK NORTH,605500,2016
4000,NORLANE,250000,2016
4001,NORTH BENDIGO,285000,2016
4002,NORTH GEELONG,361000,2016
4003,NORTH MELBOURNE,1200000,2016
4004,NORTH WONTHAGGI,270000,2016
4005,NORTHCOTE,1280000,2016
4006,NOTTING HILL,918000,2016
4007,NUMURKAH,223800,2016
4008,NUNAWADING,1005000,2016
4009,NYAH,170000,2016
4010,NYAH WEST,142500,2016
4011,NYORA,265000,2016
4012,OAK PARK,877500,2016
4013,OAKLEIGH,1160000,2016
4014,OAKLEIGH EAST,1100000,2016
4015,OAKLEIGH SOUTH,920000,2016
4016,OCEAN GROVE,582500,2016
4017,OFFICER,465000,2016
4018,OLINDA,660000,2016
4019,ORBOST,135500,2016
4020,ORMOND,1517500,2016
4021,OSBORNE,677500,2016
4022,OUYEN,100000,2016
4023,PAKENHAM,419500,2016
4024,PARADISE BEACH,182500,2016
4025,PARK ORCHARDS,1477500,2016
4026,PARKDALE,1116300,2016
4027,PARKVILLE,1563800,2016
4028,PASCOE VALE,818000,2016
4029,PASCOE VALE SOUTH,881000,2016
4030,PATTERSON GARDENS,860000,2016
4031,PATTERSON LAKES,852500,2016
4032,PAYNESVILLE,362500,2016
4033,PEARCEDALE,648500,2016
4034,PETERBOROUGH,350000,2016
4035,PIONEER BAY,248000,2016
4036,PLENTY,980000,2016
4037,POINT COOK,563000,2016
4038,POINT LONSDALE,700000,2016
4039,POOWONG,387500,2016
4040,POREPUNKAH,260000,2016
4041,PORT ALBERT,202500,2016
4042,PORT FAIRY,455000,2016
4043,PORT MELBOURNE,1367500,2016
4044,PORTARLINGTON,445000,2016
4045,PORTLAND,235000,2016
4046,PORTLAND NORTH,350000,2016
4047,PORTSEA,1350000,2016
4048,PRAHRAN,1650000,2016
4049,PRESTON,916000,2016
4050,PRINCES HILL,1815000,2016
4051,PYRAMID HILL,98000,2016
4052,QUARRY HILL,340500,2016
4053,QUEENSCLIFF,820000,2016
4054,RAINBOW,64500,2016
4055,RAVENHALL,415000,2016
4056,RAWSON,154000,2016
4057,RAYMOND ISLAND,340000,2016
4058,RED CLIFFS,147500,2016
4059,RED HILL,728000,2016
4060,REDAN,285000,2016
4061,RESEARCH,785500,2016
4062,RESERVOIR,765000,2016
4063,RHYLL,385000,2016
4064,RICHMOND,1280000,2016
4065,RIDDELLS CREEK,567500,2016
4066,RINGWOOD,843000,2016
4067,RINGWOOD EAST,840000,2016
4068,RINGWOOD NORTH,899400,2016
4069,RIPPLESIDE,705800,2016
4070,ROBINVALE,200000,2016
4071,ROCHESTER,270000,2016
4072,ROCKBANK,356000,2016
4073,ROMSEY,456000,2016
4074,ROSANNA,1097800,2016
4075,ROSEBUD,485000,2016
4076,ROSEBUD SOUTH,551000,2016
4077,ROSEDALE,227500,2016
4078,ROWVILLE,802500,2016
4079,ROXBURGH PARK,441500,2016
4080,RUPANYUP,96500,2016
4081,RUSHWORTH,190000,2016
4082,RUTHERGLEN,255000,2016
4083,RYE,585500,2016
4084,SAFETY BEACH,687000,2016
4085,SAILORS GULLY,220000,2016
4086,SALE,290000,2016
4087,SAN REMO,540000,2016
4088,SANCTUARY LAKES,535900,2016
4089,SANDHURST,709500,2016
4090,SANDRINGHAM,1888000,2016
4091,SANDY POINT,366000,2016
4092,SASSAFRAS,642500,2016
4093,SAWMILL SETTLEMENT,350000,2016
4094,SCORESBY,758000,2016
4095,SEA LAKE,77500,2016
4096,SEABROOK,548000,2016
4097,SEAFORD,625000,2016
4098,SEAHOLME,1000000,2016
4099,SEBASTOPOL,239800,2016
4100,SEDDON,1050000,2016
4101,SELBY,625000,2016
4102,SEVILLE,582000,2016
4103,SEVILLE EAST,437500,2016
4104,SEYMOUR,265000,2016
4105,SHEPPARTON,265000,2016
4106,SHEPPARTON NORTH,442500,2016
4107,SHOREHAM,1100000,2016
4108,SILVERLEAVES,492500,2016
4109,SKENES CREEK,460000,2016
4110,SKIPTON,172000,2016
4111,SKYE,500000,2016
4112,SMITHS BEACH,467500,2016
4113,SOLDIERS HILL,411800,2016
4114,SOMERS,875000,2016
4115,SOMERVILLE,491500,2016
4116,SORRENTO,1117500,2016
4117,SOUTH DUDLEY,259000,2016
4118,SOUTH GEELONG,442500,2016
4119,SOUTH KINGSVILLE,942800,2016
4120,SOUTH MELBOURNE,1542500,2016
4121,SOUTH MORANG,566000,2016
4122,SOUTH YARRA,2557500,2016
4123,SPOTSWOOD,925000,2016
4124,SPRING GULLY,362500,2016
4125,SPRINGVALE,725000,2016
4126,SPRINGVALE SOUTH,680000,2016
4127,ST ALBANS,564500,2016
4128,ST ALBANS PARK,318800,2016
4129,ST ANDREWS BEACH,690000,2016
4130,ST ARNAUD,127000,2016
4131,ST HELENA,807000,2016
4132,ST KILDA,1840000,2016
4133,ST KILDA EAST,1950000,2016
4134,ST KILDA WEST,2680000,2016
4135,ST LEONARDS,430000,2016
4136,STANHOPE,263000,2016
4137,STAWELL,215000,2016
4138,STRATFORD,269000,2016
4139,STRATHDALE,465000,2016
4140,STRATHFIELDSAYE,445000,2016
4141,STRATHMORE,1210300,2016
4142,STRATHMORE HEIGHTS,895900,2016
4143,STUDFIELD,885000,2016
4144,SUNBURY,407500,2016
4145,SUNDERLAND BAY,380000,2016
4146,SUNNYCLIFFS,215000,2016
4147,SUNSET STRIP,340000,2016
4148,SUNSHINE,750000,2016
4149,SUNSHINE NORTH,605000,2016
4150,SUNSHINE WEST,560000,2016
4151,SURF BEACH,331000,2016
4152,SURREY HILLS,1810000,2016
4153,SWAN HILL,250000,2016
4154,SYDENHAM,521000,2016
4155,SYNDAL,1420000,2016
4156,TALLANGATTA,245000,2016
4157,TARNEIT,480000,2016
4158,TATURA,233800,2016
4159,TAWONGA SOUTH,218000,2016
4160,TAYLORS HILL,625000,2016
4161,TAYLORS LAKES,660000,2016
4162,TECOMA,640000,2016
4163,TEMPLESTOWE,1302500,2016
4164,TEMPLESTOWE LOWER,1135000,2016
4165,TERANG,179900,2016
4166,THE BASIN,625600,2016
4167,THE PATCH,651500,2016
4168,THOMASTOWN,563300,2016
4169,THOMSON (Geelong),309000,2016
4170,THORNBURY,1156500,2016
4171,TIMBOON,231500,2016
4172,TONGALA,207500,2016
4173,TOONGABBIE,340000,2016
4174,TOORADIN,640000,2016
4175,TOORAK,5875000,2016
4176,TOOTGAROOK,462500,2016
4177,TORQUAY,685000,2016
4178,TRAFALGAR,325000,2016
4179,TRARALGON,271000,2016
4180,TRARALGON EAST,391300,2016
4181,TRENTHAM,505000,2016
4182,TRUGANINA,477000,2016
4183,TULLAMARINE,570500,2016
4184,TUNGAMAH,155000,2016
4185,TYABB,470000,2016
4186,UPPER FERNTREE GULLY,552000,2016
4187,UPWEY,633000,2016
4188,VENTNOR,475000,2016
4189,VENUS BAY,242000,2016
4190,VERMONT,952000,2016
4191,VERMONT SOUTH,1100000,2016
4192,VIEWBANK,963000,2016
4193,VIOLET TOWN,296500,2016
4194,WAHGUNYAH,290000,2016
4195,WALLAN,380000,2016
4196,WALLAN EAST,362500,2016
4197,WANDANA HEIGHTS,575000,2016
4198,WANDIN NORTH,600000,2016
4199,WANGARATTA,274500,2016
4200,WANTIRNA,830000,2016
4201,WANTIRNA SOUTH,917000,2016
4202,WARBURTON,410000,2016
4203,WARNEET,485000,2016
4204,WARRACKNABEAL,130000,2016
4205,WARRAGUL,328500,2016
4206,WARRANDYTE,930000,2016
4207,WARRANWOOD,895000,2016
4208,WARRNAMBOOL,320000,2016
4209,WATERWAYS,1071000,2016
4210,WATSONIA,715500,2016
4211,WATSONIA NORTH,700000,2016
4212,WATTLE GLEN,555000,2016
4213,WAURN PONDS,530000,2016
4214,WEDDERBURN,162500,2016
4215,WEIR VIEWS,425000,2016
4216,WENDOUREE,252000,2016
4217,WENDOUREE WEST,177500,2016
4218,WERRIBEE,431700,2016
4219,WERRIBEE SOUTH,525000,2016
4220,WESBURN,430000,2016
4221,WEST FOOTSCRAY,890000,2016
4222,WEST MELBOURNE,1409500,2016
4223,WEST WODONGA,312500,2016
4224,WESTALL,715000,2016
4225,WESTGARTH,1645000,2016
4226,WESTMEADOWS,490000,2016
4227,WHEELERS HILL,1077500,2016
4228,WHITE HILLS,305000,2016
4229,WHITTINGTON,276000,2016
4230,WHITTLESEA,460000,2016
4231,WILLIAMS LANDING,600000,2016
4232,WILLIAMSTOWN,1340000,2016
4233,WILLIAMSTOWN NORTH,1135000,2016
4234,WIMBLEDON HEIGHTS,307000,2016
4235,WINCHELSEA,258500,2016
4236,WINDSOR,1540000,2016
4237,WINTER VALLEY,355000,2016
4238,WODONGA,327000,2016
4239,WOLLERT,482500,2016
4240,WONGA PARK,772000,2016
4241,WONTHAGGI,292000,2016
4242,WOODEND,500000,2016
4243,WOOLAMAI WATERS,389000,2016
4244,WOORI YALLOCK,425000,2016
4245,WURRUK,277500,2016
4246,WY YUNG,322500,2016
4247,WYE RIVER,1075000,2016
4248,WYNDHAM VALE,390000,2016
4249,YACKANDANDAH,421300,2016
4250,YALLAMBIE,759000,2016
4251,YALLOURN NORTH,175000,2016
4252,YARRA GLEN,540000,2016
4253,YARRA JUNCTION,390000,2016
4254,YARRAGON,295500,2016
4255,YARRAM,217500,2016
4256,YARRAVILLE,1016300,2016
4257,YARRAWONGA,330000,2016
4258,YEA,380000,2016
4259,YINNAR,190000,2016
4260,ABBOTSFORD,1350000,2017
4261,ABERFELDIE,1350000,2017
4262,AINTREE,467000,2017
4263,AIREYS INLET,802500,2017
4264,AIRPORT WEST,762500,2017
4265,ALBANVALE,465000,2017
4266,ALBERT PARK,1929000,2017
4267,ALBION,666300,2017
4268,ALEXANDRA,335000,2017
4269,ALFREDTON,405000,2017
4270,ALLANSFORD,270000,2017
4271,ALPHINGTON,1583500,2017
4272,ALTONA,847500,2017
4273,ALTONA EAST,810000,2017
4274,ALTONA MEADOWS,544000,2017
4275,ALTONA NORTH,800000,2017
4276,ANGLESEA,762500,2017
4277,APOLLO BAY,500000,2017
4278,ARARAT,225000,2017
4279,ARDEER,548000,2017
4280,ARMADALE,2050000,2017
4281,ARMSTRONG CREEK,475000,2017
4282,ASCOT (Bendigo),386500,2017
4283,ASCOT VALE,1262000,2017
4284,ASHBURTON,1755000,2017
4285,ASHWOOD,1325000,2017
4286,ASPENDALE,1045600,2017
4287,ASPENDALE GARDENS,831000,2017
4288,ATTWOOD,665000,2017
4289,AVENEL,390000,2017
4290,AVOCA,215000,2017
4291,AVONDALE HEIGHTS,850000,2017
4292,BACCHUS MARSH,409500,2017
4293,BADGER CREEK,455000,2017
4294,BAIRNSDALE,290000,2017
4295,BALACLAVA,1270000,2017
4296,BALCOMBE,1143800,2017
4297,BALLAN,444500,2017
4298,BALLARAT CENTRAL,497000,2017
4299,BALLARAT EAST,297500,2017
4300,BALLARAT NORTH,295000,2017
4301,BALNARRING,725000,2017
4302,BALNARRING BEACH,712500,2017
4303,BALWYN,2328000,2017
4304,BALWYN NORTH,1869000,2017
4305,BANNOCKBURN,395000,2017
4306,BARANDUDA,352000,2017
4307,BARNAWARTHA,312000,2017
4308,BARWON HEADS,945000,2017
4309,BAXTER,496500,2017
4310,BAYSWATER,725000,2017
4311,BAYSWATER NORTH,722000,2017
4312,BEACONSFIELD,628500,2017
4313,BEACONSFIELD UPPER,575000,2017
4314,BEAUFORT,215000,2017
4315,BEAUMARIS,1538500,2017
4316,BEECHWORTH,358800,2017
4317,BELGRAVE,580000,2017
4318,BELGRAVE SOUTH,745000,2017
4319,BELL PARK,379500,2017
4320,BELL POST HILL,414000,2017
4321,BELLFIELD (Greater Melbourne),858500,2017
4322,BELMONT,500000,2017
4323,BENALLA,230000,2017
4324,BENDIGO,497500,2017
4325,BENTLEIGH,1390000,2017
4326,BENTLEIGH EAST,1235000,2017
4327,BERWICK,615000,2017
4328,BEVERIDGE,455000,2017
4329,BIRCHIP,70000,2017
4330,BIRREGURRA,429000,2017
4331,BITTERN,508800,2017
4332,BLACK HILL,340000,2017
4333,BLACK ROCK,1865000,2017
4334,BLACKBURN,1390000,2017
4335,BLACKBURN NORTH,1150000,2017
4336,BLACKBURN SOUTH,1208500,2017
4337,BLACKWOOD,340000,2017
4338,BLAIRGOWRIE,842000,2017
4339,BLIND BIGHT,514000,2017
4340,BONBEACH,850000,2017
4341,BONNIE DOON,390000,2017
4342,BOORT,185300,2017
4343,BORONIA,700100,2017
4344,BOTANIC RIDGE,672000,2017
4345,BOX HILL,1692500,2017
4346,BOX HILL NORTH,1400000,2017
4347,BOX HILL SOUTH,1403900,2017
4348,BRAYBROOK,617500,2017
4349,BREAKWATER,226500,2017
4350,BRIAR HILL,907500,2017
4351,BRIGHT,455000,2017
4352,BRIGHTON,3295900,2017
4353,BRIGHTON EAST,1845000,2017
4354,BROADFORD,295000,2017
4355,BROADMEADOWS,512500,2017
